"Fecha","CHTR.Open","CHTR.High","CHTR.Low","CHTR.Close","CHTR.Volume","CHTR.Adjusted"
2014-03-19,125.599998474121,126.569999694824,124.870002746582,126.470001220703,748100,126.470001220703
2014-03-20,126.019996643066,127.330001831055,125.51000213623,126.699996948242,1068600,126.699996948242
2014-03-21,127.419998168945,127.970001220703,126.319999694824,127.25,1472200,127.25
2014-03-24,127.379997253418,127.529998779297,124.790000915527,125.75,1155500,125.75
2014-03-25,126.169998168945,126.720001220703,123.790000915527,124.120002746582,722000,124.120002746582
2014-03-26,124.550003051758,125.919998168945,122.980003356934,123.110000610352,1389400,123.110000610352
2014-03-27,122.669998168945,124.410003662109,120.75,121.26000213623,1585800,121.26000213623
2014-03-28,123.209999084473,124.51000213623,122.269996643066,122.410003662109,1299800,122.410003662109
2014-03-31,123.379997253418,125.080001831055,121.650001525879,123.199996948242,821700,123.199996948242
2014-04-01,123.709999084473,125.860000610352,123.389999389648,125.639999389648,867900,125.639999389648
2014-04-02,128.100006103516,128.100006103516,125.470001220703,126.5,549200,126.5
2014-04-03,126.400001525879,127.150001525879,124.230003356934,124.900001525879,980600,124.900001525879
2014-04-04,125.860000610352,125.860000610352,122.449996948242,122.720001220703,895200,122.720001220703
2014-04-07,123.23999786377,123.910003662109,118.389999389648,118.940002441406,1645400,118.940002441406
2014-04-08,119.01000213623,121.529998779297,117.199996948242,121.150001525879,1296800,121.150001525879
2014-04-09,121.949996948242,124.150001525879,121.360000610352,124.040000915527,998500,124.040000915527
2014-04-10,123.480003356934,125,120.819999694824,121.98999786377,864500,121.98999786377
2014-04-11,120.660003662109,121.870002746582,118.330001831055,118.459999084473,1203300,118.459999084473
2014-04-14,119.470001220703,120.779998779297,118.209999084473,119.410003662109,1002400,119.410003662109
2014-04-15,119.650001525879,120.139999389648,116.779998779297,118.069999694824,812700,118.069999694824
2014-04-16,118.860000610352,119.709999084473,117.48999786377,118.110000610352,1249800,118.110000610352
2014-04-17,117.099998474121,118.430000305176,116.900001525879,117.830001831055,1726600,117.830001831055
2014-04-21,120.610000610352,125.069999694824,120.410003662109,123.610000610352,1307500,123.610000610352
2014-04-22,123.73999786377,127.419998168945,123.430000305176,126.959999084473,1961700,126.959999084473
2014-04-23,128.009994506836,129,126.889999389648,128.100006103516,1736300,128.100006103516
2014-04-24,128.970001220703,130.940002441406,127.839996337891,130.490005493164,2178400,130.490005493164
2014-04-25,129.929992675781,130.389999389648,128.259994506836,130.009994506836,1911700,130.009994506836
2014-04-28,132.339996337891,142.699996948242,132.339996337891,140.050003051758,7014400,140.050003051758
2014-04-29,139.350006103516,139.860000610352,135.289993286133,137.149993896484,2275600,137.149993896484
2014-04-30,135.199996948242,137.820007324219,134.809997558594,135.529998779297,1843200,135.529998779297
2014-05-01,135.360000610352,137.610000610352,134.309997558594,136.679992675781,1386300,136.679992675781
2014-05-02,137.899993896484,138.279998779297,136.139999389648,137.210006713867,711900,137.210006713867
2014-05-05,136.770004272461,138.559997558594,136.360000610352,138.410003662109,665600,138.410003662109
2014-05-06,138.050003051758,139.520004272461,137.610000610352,138.419998168945,966500,138.419998168945
2014-05-07,138.830001831055,139.789993286133,138,139.520004272461,1290700,139.520004272461
2014-05-08,139.589996337891,139.789993286133,136.119995117188,137.410003662109,1236000,137.410003662109
2014-05-09,137.410003662109,138.880004882812,136.410003662109,137.949996948242,691400,137.949996948242
2014-05-12,138.869995117188,139.059997558594,136.199996948242,137.070007324219,1147400,137.070007324219
2014-05-13,137.399993896484,137.399993896484,135.130004882812,136.619995117188,1853600,136.619995117188
2014-05-14,136.270004272461,136.839996337891,135.110000610352,136.149993896484,1461700,136.149993896484
2014-05-15,135.800003051758,137.149993896484,134.139999389648,136.910003662109,1005700,136.910003662109
2014-05-16,137.020004272461,138.050003051758,135.839996337891,137.460006713867,508700,137.460006713867
2014-05-19,136.160003662109,138.949996948242,136.160003662109,138.679992675781,765900,138.679992675781
2014-05-20,138.770004272461,140.179992675781,137.800003051758,138.960006713867,759400,138.960006713867
2014-05-21,139.149993896484,139.679992675781,138.070007324219,138.559997558594,621200,138.559997558594
2014-05-22,138.770004272461,139.539993286133,137.639999389648,138.169998168945,754100,138.169998168945
2014-05-23,138.759994506836,141.279998779297,138.389999389648,140.589996337891,663400,140.589996337891
2014-05-27,140.649993896484,143.25,140.419998168945,142.910003662109,1132600,142.910003662109
2014-05-28,143.330001831055,144.589996337891,141.220001220703,143.589996337891,852500,143.589996337891
2014-05-29,143.75,144.429992675781,142,142.710006713867,860900,142.710006713867
2014-05-30,144.490005493164,144.490005493164,141.5,143.139999389648,1462600,143.139999389648
2014-06-02,142.889999389648,148.119995117188,142.850006103516,147.149993896484,1639400,147.149993896484
2014-06-03,146.759994506836,148.050003051758,146.610000610352,147.220001220703,1093100,147.220001220703
2014-06-04,146.660003662109,147.789993286133,145.839996337891,147.479995727539,477100,147.479995727539
2014-06-05,147.399993896484,148.380004882812,145.940002441406,147.619995117188,438600,147.619995117188
2014-06-06,148.960006713867,149.75,146.490005493164,148.869995117188,1016200,148.869995117188
2014-06-09,148.5,149.800003051758,148.199996948242,148.729995727539,1007200,148.729995727539
2014-06-10,148.25,149.130004882812,147.610000610352,148.889999389648,1161700,148.889999389648
2014-06-11,148.259994506836,149.199996948242,147.360000610352,149.199996948242,762700,149.199996948242
2014-06-12,149.110000610352,149.820007324219,147.449996948242,147.789993286133,751200,147.789993286133
2014-06-13,148.529998779297,148.529998779297,147.110000610352,148.210006713867,747800,148.210006713867
2014-06-16,148.350006103516,148.75,147.179992675781,148.5,639200,148.5
2014-06-17,148.770004272461,149.080001831055,147.740005493164,148,516500,148
2014-06-18,148.320007324219,149.169998168945,147.460006713867,148.649993896484,1016300,148.649993896484
2014-06-19,149.029998779297,149.380004882812,148.020004272461,148.25,900300,148.25
2014-06-20,149.080001831055,150.669998168945,148.179992675781,150.509994506836,1035100,150.509994506836
2014-06-23,151.75,154.630004882812,151,151.630004882812,1145700,151.630004882812
2014-06-24,152.320007324219,153.279998779297,150.509994506836,151.059997558594,939000,151.059997558594
2014-06-25,151.009994506836,152.490005493164,150.479995727539,152,837700,152
2014-06-26,151.830001831055,152.330001831055,150.860000610352,152,544700,152
2014-06-27,152.570007324219,155.789993286133,151.970001220703,154.839996337891,1689600,154.839996337891
2014-06-30,156.009994506836,159.240005493164,155.050003051758,158.380004882812,1266900,158.380004882812
2014-07-01,158.679992675781,161.410003662109,157.740005493164,160.399993896484,1251000,160.399993896484
2014-07-02,160.479995727539,162.600006103516,160.479995727539,162,1257900,162
2014-07-03,163.020004272461,163.190002441406,160.800003051758,162.419998168945,859300,162.419998168945
2014-07-07,162.520004272461,163,160.070007324219,160.679992675781,837200,160.679992675781
2014-07-08,160.529998779297,160.529998779297,158.570007324219,158.619995117188,1400100,158.619995117188
2014-07-09,159.479995727539,162.160003662109,158.410003662109,162.149993896484,1255400,162.149993896484
2014-07-10,160.850006103516,163.5,160.25,162.880004882812,1177200,162.880004882812
2014-07-11,163.419998168945,163.630004882812,161.190002441406,162.270004272461,773300,162.270004272461
2014-07-14,162.940002441406,164.550003051758,162.429992675781,163.699996948242,674900,163.699996948242
2014-07-15,163.449996948242,164.440002441406,162.509994506836,163.139999389648,1149000,163.139999389648
2014-07-16,164.050003051758,165.490005493164,163,163.979995727539,1075300,163.979995727539
2014-07-17,162,164.279998779297,161.5,163,1551300,163
2014-07-18,163.929992675781,164.320007324219,161.889999389648,164.149993896484,718300,164.149993896484
2014-07-21,163.149993896484,164.800003051758,162.520004272461,163,1070300,163
2014-07-22,163.809997558594,165.199996948242,162.589996337891,162.690002441406,882500,162.690002441406
2014-07-23,162.5,164.089996337891,162.059997558594,163.130004882812,949000,163.130004882812
2014-07-24,163.610000610352,164.460006713867,162.759994506836,163.860000610352,554600,163.860000610352
2014-07-25,163.789993286133,164,162.029998779297,162.350006103516,514800,162.350006103516
2014-07-28,162.729995727539,163.449996948242,161.179992675781,161.479995727539,579500,161.479995727539
2014-07-29,162.25,167.300003051758,161.589996337891,162.059997558594,1566000,162.059997558594
2014-07-30,162.160003662109,163.539993286133,160.639999389648,161.770004272461,912200,161.770004272461
2014-07-31,161.300003051758,161.479995727539,151.589996337891,154.520004272461,2800200,154.520004272461
2014-08-01,155.679992675781,157.410003662109,149.660003662109,152.259994506836,1923200,152.259994506836
2014-08-04,152.789993286133,158.660003662109,152.380004882812,157.100006103516,1245300,157.100006103516
2014-08-05,156.100006103516,156.779998779297,153.169998168945,154.970001220703,921400,154.970001220703
2014-08-06,153.910003662109,155.889999389648,153,153.759994506836,616500,153.759994506836
2014-08-07,154.449996948242,156.429992675781,151.289993286133,151.399993896484,559000,151.399993896484
2014-08-08,151.789993286133,152.589996337891,151,152.039993286133,924200,152.039993286133
2014-08-11,152.160003662109,153.740005493164,151.729995727539,152.429992675781,659600,152.429992675781
2014-08-12,152.410003662109,153.979995727539,151.710006713867,152.710006713867,683100,152.710006713867
2014-08-13,153.470001220703,156.270004272461,153.470001220703,155.009994506836,1155700,155.009994506836
2014-08-14,154.559997558594,156.630004882812,154.380004882812,156.440002441406,950800,156.440002441406
2014-08-15,160.979995727539,160.990005493164,155.179992675781,155.610000610352,1259900,155.610000610352
2014-08-18,155.990005493164,158.029998779297,155.220001220703,157.410003662109,1120300,157.410003662109
2014-08-19,157.520004272461,158.210006713867,155.600006103516,156.149993896484,555400,156.149993896484
2014-08-20,155.509994506836,158.080001831055,154.809997558594,155.770004272461,523000,155.770004272461
2014-08-21,156.240005493164,156.830001831055,155.470001220703,156.75,413800,156.75
2014-08-22,157.029998779297,159.199996948242,155.009994506836,155.429992675781,315700,155.429992675781
2014-08-25,155.800003051758,156.169998168945,154.470001220703,155.059997558594,299700,155.059997558594
2014-08-26,155.5,155.580001831055,154.539993286133,155.270004272461,369200,155.270004272461
2014-08-27,155.110000610352,158.050003051758,155.089996337891,156.830001831055,698900,156.830001831055
2014-08-28,156.199996948242,157.149993896484,155.830001831055,156.009994506836,339500,156.009994506836
2014-08-29,156.850006103516,156.960006713867,154.940002441406,156.869995117188,901800,156.869995117188
2014-09-02,156.669998168945,158.679992675781,156.479995727539,158.399993896484,808000,158.399993896484
2014-09-03,158.910003662109,160.130004882812,158.259994506836,159.600006103516,747200,159.600006103516
2014-09-04,159.600006103516,159.649993896484,157.139999389648,158.149993896484,838300,158.149993896484
2014-09-05,158.089996337891,159.039993286133,157.740005493164,158.330001831055,424200,158.330001831055
2014-09-08,157.820007324219,159.179992675781,156.889999389648,157.740005493164,334500,157.740005493164
2014-09-09,156.990005493164,157.210006713867,155.059997558594,156.520004272461,556700,156.520004272461
2014-09-10,157.220001220703,157.990005493164,156.119995117188,157.630004882812,775900,157.630004882812
2014-09-11,157.210006713867,159.190002441406,157.199996948242,158.800003051758,503800,158.800003051758
2014-09-12,158.389999389648,159.399993896484,157.179992675781,159.100006103516,992700,159.100006103516
2014-09-15,157.479995727539,160.009994506836,157.479995727539,159.889999389648,716500,159.889999389648
2014-09-16,159.820007324219,161.580001831055,159.820007324219,161.419998168945,840600,161.419998168945
2014-09-17,162.009994506836,162.880004882812,160.330001831055,162.190002441406,697200,162.190002441406
2014-09-18,162.460006713867,162.490005493164,161.210006713867,162.089996337891,711100,162.089996337891
2014-09-19,162.970001220703,162.970001220703,160.869995117188,162.419998168945,1916400,162.419998168945
2014-09-22,161.729995727539,162.279998779297,159.919998168945,161.149993896484,1629600,161.149993896484
2014-09-23,160.850006103516,161.240005493164,156.289993286133,156.369995117188,847800,156.369995117188
2014-09-24,156.130004882812,156.710006713867,153.389999389648,155.160003662109,1323300,155.160003662109
2014-09-25,155.199996948242,155.470001220703,154.25,154.529998779297,1006200,154.529998779297
2014-09-26,154.399993896484,157,153.690002441406,156.839996337891,910300,156.839996337891
2014-09-29,155.520004272461,156.570007324219,154.960006713867,155.580001831055,1220500,155.580001831055
2014-09-30,155.350006103516,157.529998779297,150.479995727539,151.369995117188,2024300,151.369995117188
2014-10-01,151,151,147.529998779297,148.320007324219,1244600,148.320007324219
2014-10-02,148.520004272461,149.270004272461,146.660003662109,148.850006103516,1760400,148.850006103516
2014-10-03,150.139999389648,153.690002441406,149.669998168945,152.669998168945,1161200,152.669998168945
2014-10-06,153.380004882812,153.960006713867,152.630004882812,153.529998779297,820300,153.529998779297
2014-10-07,152.25,153.070007324219,151.490005493164,151.660003662109,699000,151.660003662109
2014-10-08,151.779998779297,154.649993896484,151.139999389648,154.25,969700,154.25
2014-10-09,154.210006713867,154.210006713867,150.880004882812,151.350006103516,504200,151.350006103516
2014-10-10,150.529998779297,151.899993896484,147.800003051758,148.119995117188,809000,148.119995117188
2014-10-13,147.639999389648,149.259994506836,144.369995117188,144.649993896484,961000,144.649993896484
2014-10-14,145.089996337891,146.070007324219,142.149993896484,142.970001220703,1454700,142.970001220703
2014-10-15,141.639999389648,143.259994506836,138.839996337891,142.449996948242,1698400,142.449996948242
2014-10-16,140.75,142.339996337891,137.509994506836,140.25,1861400,140.25
2014-10-17,141.630004882812,145.350006103516,141.179992675781,143.800003051758,1237700,143.800003051758
2014-10-20,143.899993896484,148.300003051758,143.399993896484,148.179992675781,1409700,148.179992675781
2014-10-21,150.399993896484,154.179992675781,148.669998168945,152.610000610352,1150300,152.610000610352
2014-10-22,153.289993286133,153.869995117188,150.699996948242,151.139999389648,599300,151.139999389648
2014-10-23,152.970001220703,156.389999389648,151.610000610352,156.039993286133,765500,156.039993286133
2014-10-24,157.059997558594,158.169998168945,156.169998168945,157.809997558594,1187800,157.809997558594
2014-10-27,157.139999389648,158.419998168945,154.940002441406,156.360000610352,791800,156.360000610352
2014-10-28,157.389999389648,159.149993896484,154.940002441406,157.399993896484,803800,157.399993896484
2014-10-29,157,157,151.929992675781,153.710006713867,1308700,153.710006713867
2014-10-30,152.449996948242,155.699996948242,150.75,154.399993896484,1000500,154.399993896484
2014-10-31,157.800003051758,159.100006103516,155.690002441406,158.389999389648,1014800,158.389999389648
2014-11-03,158.990005493164,161.960006713867,158.309997558594,161.690002441406,865500,161.690002441406
2014-11-04,160.639999389648,162.050003051758,157.610000610352,158.440002441406,682900,158.440002441406
2014-11-05,160.059997558594,160.490005493164,157.460006713867,159.309997558594,1084700,159.309997558594
2014-11-06,158.899993896484,163.179992675781,156.149993896484,158.589996337891,623900,158.589996337891
2014-11-07,160.369995117188,162.729995727539,155.179992675781,156.369995117188,1073200,156.369995117188
2014-11-10,156.259994506836,156.279998779297,145.679992675781,146.619995117188,3636300,146.619995117188
2014-11-11,146.619995117188,147.039993286133,142.369995117188,146.679992675781,2828600,146.679992675781
2014-11-12,146.679992675781,150.130004882812,145.529998779297,149.009994506836,1767000,149.009994506836
2014-11-13,150,154.460006713867,149.5,152.729995727539,2165800,152.729995727539
2014-11-14,152.809997558594,153.75,151.309997558594,152.100006103516,904000,152.100006103516
2014-11-17,152.660003662109,155.470001220703,152.119995117188,155.309997558594,699800,155.309997558594
2014-11-18,154.949996948242,156.520004272461,154.539993286133,155.119995117188,588600,155.119995117188
2014-11-19,154.899993896484,158.779998779297,154.899993896484,158.630004882812,649100,158.630004882812
2014-11-20,158.070007324219,160.839996337891,157.529998779297,158.660003662109,716800,158.660003662109
2014-11-21,161.699996948242,161.699996948242,158.179992675781,160.289993286133,816800,160.289993286133
2014-11-24,160.539993286133,164.380004882812,159.169998168945,164.279998779297,685300,164.279998779297
2014-11-25,164.600006103516,168.979995727539,164.160003662109,168,1421700,168
2014-11-26,167.690002441406,168.729995727539,165.669998168945,168.050003051758,645600,168.050003051758
2014-11-28,168.350006103516,169.729995727539,168.220001220703,169.699996948242,426900,169.699996948242
2014-12-01,169.570007324219,169.570007324219,167.720001220703,168.490005493164,838500,168.490005493164
2014-12-02,168.869995117188,169.850006103516,167.529998779297,168.979995727539,624100,168.979995727539
2014-12-03,168.509994506836,169.479995727539,167.410003662109,167.779998779297,861100,167.779998779297
2014-12-04,167.940002441406,167.940002441406,165.5,166.5,988900,166.5
2014-12-05,167.600006103516,168.220001220703,166.740005493164,167.610000610352,709200,167.610000610352
2014-12-08,167.089996337891,167.889999389648,165.869995117188,166.550003051758,558700,166.550003051758
2014-12-09,165.300003051758,166.429992675781,163.690002441406,165.910003662109,423400,165.910003662109
2014-12-10,166.009994506836,167.050003051758,163.899993896484,164.300003051758,640500,164.300003051758
2014-12-11,164.399993896484,165.529998779297,163.779998779297,164.160003662109,824100,164.160003662109
2014-12-12,161.649993896484,164.149993896484,161.630004882812,162.949996948242,767300,162.949996948242
2014-12-15,163.449996948242,167.490005493164,160.289993286133,161.009994506836,882600,161.009994506836
2014-12-16,160.970001220703,162.679992675781,159.610000610352,160.589996337891,785700,160.589996337891
2014-12-17,161.029998779297,163.449996948242,158,162.25,1285600,162.25
2014-12-18,163.440002441406,165.410003662109,161.190002441406,162.300003051758,1165200,162.300003051758
2014-12-19,162.059997558594,164.830001831055,161.300003051758,164.630004882812,1352200,164.630004882812
2014-12-22,164.229995727539,166.300003051758,163.679992675781,164.990005493164,847400,164.990005493164
2014-12-23,165.740005493164,168.759994506836,165.009994506836,167.770004272461,957900,167.770004272461
2014-12-24,167.699996948242,168.710006713867,167,167.460006713867,177700,167.460006713867
2014-12-26,168.259994506836,168.720001220703,166.660003662109,168.169998168945,194100,168.169998168945
2014-12-29,167.580001831055,169.639999389648,166.910003662109,169.229995727539,398600,169.229995727539
2014-12-30,168.759994506836,169.539993286133,167.770004272461,168.919998168945,236100,168.919998168945
2014-12-31,168.729995727539,169.800003051758,166.360000610352,166.619995117188,346200,166.619995117188
2015-01-02,167.229995727539,167.300003051758,164.529998779297,166.429992675781,713100,166.429992675781
2015-01-05,166.080001831055,166.419998168945,159.720001220703,160.5,1232600,160.5
2015-01-06,160.899993896484,161.830001831055,155.850006103516,156.309997558594,1419200,156.309997558594
2015-01-07,157.220001220703,160.110000610352,155.5,156.789993286133,1122700,156.789993286133
2015-01-08,157.610000610352,165.660003662109,157.610000610352,162.940002441406,1170100,162.940002441406
2015-01-09,163.190002441406,164.199996948242,161.830001831055,161.979995727539,477000,161.979995727539
2015-01-12,162.669998168945,164.369995117188,160.770004272461,163.850006103516,572000,163.850006103516
2015-01-13,165.470001220703,167.059997558594,163.289993286133,164.399993896484,840400,164.399993896484
2015-01-14,160.220001220703,161.789993286133,155.800003051758,158.130004882812,1667300,158.130004882812
2015-01-15,158.130004882812,161.339996337891,156.5,160.490005493164,873700,160.490005493164
2015-01-16,160.25,161.320007324219,158.770004272461,161.110000610352,822400,161.110000610352
2015-01-20,161.429992675781,162.419998168945,155.5,156.130004882812,966700,156.130004882812
2015-01-21,155.410003662109,157.570007324219,154.100006103516,155.75,533600,155.75
2015-01-22,156.279998779297,159.25,155.460006713867,158.990005493164,449200,158.990005493164
2015-01-23,159.259994506836,159.759994506836,156.740005493164,158.929992675781,447000,158.929992675781
2015-01-26,158.570007324219,159.899993896484,157.059997558594,158.179992675781,514700,158.179992675781
2015-01-27,159.119995117188,159.369995117188,156.020004272461,156.429992675781,715600,156.429992675781
2015-01-28,157.649993896484,157.970001220703,150.449996948242,150.600006103516,1470000,150.600006103516
2015-01-29,151.220001220703,152.820007324219,150,152.089996337891,1329200,152.089996337891
2015-01-30,151.199996948242,152.440002441406,149.470001220703,151.119995117188,1662500,151.119995117188
2015-02-02,151.160003662109,154.309997558594,150.289993286133,154,1042300,154
2015-02-03,154.630004882812,158.720001220703,154.339996337891,157.970001220703,1612300,157.970001220703
2015-02-04,158.610000610352,168.860000610352,157.509994506836,163.190002441406,2248300,163.190002441406
2015-02-05,165,176.350006103516,165,174.300003051758,2159700,174.300003051758
