"Fecha","COO.Open","COO.High","COO.Low","COO.Close","COO.Volume","COO.Adjusted"
2013-12-26,126.660003662109,127,125.389999389648,125.650001525879,265600,125.322341918945
2013-12-27,126.01000213623,126.440002441406,125.459999084473,125.580001831055,303000,125.25252532959
2013-12-30,125.879997253418,126.98999786377,124.910003662109,124.98999786377,344100,124.664054870605
2013-12-31,125.370002746582,125.839996337891,123.349998474121,123.839996337891,451100,123.517051696777
2014-01-02,123.25,123.970001220703,122.290000915527,123.050003051758,320700,122.729110717773
2014-01-03,123.089996337891,124.120002746582,122.470001220703,123.550003051758,218700,123.227821350098
2014-01-06,123.849998474121,124.48999786377,121.019996643066,122.269996643066,901100,121.951164245605
2014-01-07,120.419998168945,124.51000213623,120.160003662109,123.949996948242,785400,123.626762390137
2014-01-08,123.76000213623,124.639999389648,123.23999786377,124.069999694824,513100,123.746452331543
2014-01-09,124.269996643066,126.690002441406,124.150001525879,125.830001831055,666900,125.501861572266
2014-01-10,125.819999694824,127.169998168945,125.349998474121,126.139999389648,785700,125.811050415039
2014-01-13,125.870002746582,125.98999786377,123.860000610352,124.050003051758,606500,123.726493835449
2014-01-14,124.389999389648,126.940002441406,124.389999389648,126.379997253418,367700,126.050430297852
2014-01-15,126.199996948242,129.979995727539,126.199996948242,129.070007324219,673800,128.733413696289
2014-01-16,128.910003662109,131.300003051758,128.710006713867,130.619995117188,511900,130.279357910156
2014-01-17,130.539993286133,131.520004272461,129.419998168945,129.699996948242,399400,129.361770629883
2014-01-21,130.860000610352,130.860000610352,127.809997558594,129.410003662109,331000,129.072525024414
2014-01-22,129.720001220703,129.949996948242,127.199996948242,127.349998474121,439900,127.047348022461
2014-01-23,126.400001525879,127.76000213623,125.620002746582,126.300003051758,491900,125.999839782715
2014-01-24,126.180000305176,126.180000305176,122.110000610352,122.699996948242,953000,122.408393859863
2014-01-27,122.910003662109,125.169998168945,121.470001220703,123.800003051758,581700,123.505783081055
2014-01-28,123.940002441406,124.690002441406,123.019996643066,123.720001220703,340000,123.425979614258
2014-01-29,123.569999694824,125.290000915527,122.5,123.059997558594,484400,122.767539978027
2014-01-30,124.550003051758,125.360000610352,123.709999084473,125.23999786377,257200,124.942367553711
2014-01-31,123.330001831055,124.949996948242,122.419998168945,124.279998779297,236500,123.984672546387
2014-02-03,123.290000915527,123.5,117.230003356934,117.300003051758,1472800,117.02123260498
2014-02-04,117.580001831055,120.470001220703,116.949996948242,119.370002746582,717800,119.086326599121
2014-02-05,119.419998168945,120.449996948242,118.330001831055,119.73999786377,221600,119.455444335938
2014-02-06,120.029998779297,120.970001220703,119.059997558594,120.150001525879,274700,119.864463806152
2014-02-07,120.550003051758,123.540000915527,120.48999786377,123.400001525879,506500,123.106719970703
2014-02-10,123.379997253418,124.889999389648,122.919998168945,124.849998474121,413700,124.553291320801
2014-02-11,124.730003356934,126.769996643066,124.569999694824,126.150001525879,457100,125.850212097168
2014-02-12,126.169998168945,127.23999786377,125.5,126.589996337891,292700,126.289138793945
2014-02-13,125.910003662109,127.879997253418,125.910003662109,126.540000915527,350900,126.239273071289
2014-02-14,126.410003662109,126.75,124.230003356934,124.959999084473,706300,124.663024902344
2014-02-18,125.199996948242,127.430000305176,124.839996337891,127.389999389648,375600,127.087249755859
2014-02-19,126.809997558594,128.119995117188,126.120002746582,126.980003356934,309600,126.678230285645
2014-02-20,126.919998168945,128.710006713867,125.389999389648,128.520004272461,238400,128.214553833008
2014-02-21,127.25,128.839996337891,126.26000213623,127.540000915527,252700,127.23690032959
2014-02-24,127.449996948242,129.660003662109,127.389999389648,128.300003051758,312600,127.9951171875
2014-02-25,128.360000610352,128.619995117188,126.599998474121,128.600006103516,211400,128.294403076172
2014-02-26,128.729995727539,129.820007324219,127.160003662109,129.440002441406,317700,129.132369995117
2014-02-27,129.220001220703,130.139999389648,127.699996948242,129.649993896484,301000,129.341888427734
2014-02-28,130.369995117188,131.199996948242,127.339996337891,128.210006713867,345700,127.905296325684
2014-03-03,127.870002746582,129.660003662109,127.550003051758,128.139999389648,643400,127.835472106934
2014-03-04,129.279998779297,132.529998779297,129.020004272461,132.399993896484,607900,132.085342407227
2014-03-05,132.449996948242,132.660003662109,130.880004882812,130.880004882812,381100,130.568954467773
2014-03-06,130.880004882812,132.949996948242,129.589996337891,130.089996337891,748600,129.780838012695
2014-03-07,136.649993896484,145.339996337891,133,136.479995727539,1582400,136.155654907227
2014-03-10,135.520004272461,136.660003662109,133.839996337891,134.229995727539,698500,133.910995483398
2014-03-11,134.429992675781,134.910003662109,132.850006103516,133.050003051758,416100,132.733825683594
2014-03-12,132.039993286133,134.850006103516,130.970001220703,134.440002441406,767000,134.120513916016
2014-03-13,134.850006103516,136.199996948242,133.089996337891,133.550003051758,440900,133.232620239258
2014-03-14,132.729995727539,134.630004882812,132.100006103516,132.350006103516,340100,132.035461425781
2014-03-17,133.089996337891,134.449996948242,132.679992675781,133.669998168945,388200,133.352386474609
2014-03-18,134.380004882812,137.5,133.490005493164,136.589996337891,574400,136.265396118164
2014-03-19,136.589996337891,138.919998168945,136.220001220703,137.619995117188,467800,137.292922973633
2014-03-20,137.330001831055,139.309997558594,136.380004882812,138.580001831055,471200,138.250686645508
2014-03-21,139.470001220703,139.470001220703,134,134,939000,133.681518554688
2014-03-24,134.699996948242,135.899993896484,132.809997558594,134.410003662109,641000,134.090576171875
2014-03-25,135.699996948242,135.979995727539,132.770004272461,133.970001220703,298500,133.651626586914
2014-03-26,134.929992675781,135.490005493164,133.160003662109,133.25,385100,132.933303833008
2014-03-27,133.429992675781,133.580001831055,131.229995727539,131.570007324219,348900,131.25732421875
2014-03-28,132.039993286133,133,131.199996948242,132.300003051758,245200,131.985580444336
2014-03-31,133.860000610352,137.600006103516,132.479995727539,137.360000610352,638300,137.033569335938
2014-04-01,136.919998168945,139.300003051758,136.539993286133,138.369995117188,513100,138.041137695312
2014-04-02,138.570007324219,139.380004882812,136.740005493164,137.399993896484,594600,137.073440551758
2014-04-03,137.419998168945,138.270004272461,136.119995117188,137.5,559400,137.173248291016
2014-04-04,138.100006103516,138.940002441406,132.399993896484,132.580001831055,511700,132.264938354492
2014-04-07,132.369995117188,132.449996948242,128.639999389648,130.660003662109,549100,130.349487304688
2014-04-08,130.649993896484,131.410003662109,129.350006103516,130.429992675781,494400,130.120010375977
2014-04-09,130.779998779297,132.75,129,132.720001220703,346700,132.404571533203
2014-04-10,132.309997558594,132.309997558594,125.839996337891,126.099998474121,679600,125.800315856934
2014-04-11,124.959999084473,125.669998168945,123.48999786377,123.620002746582,581200,123.326210021973
2014-04-14,124.930000305176,127.069999694824,124.220001220703,126.790000915527,572900,126.488693237305
2014-04-15,127.290000915527,129.179992675781,124.019996643066,126.669998168945,702500,126.368965148926
2014-04-16,127.949996948242,129.979995727539,126.550003051758,129.179992675781,460700,128.873001098633
2014-04-17,128.520004272461,129.820007324219,126.300003051758,128.660003662109,399700,128.354232788086
2014-04-21,126.099998474121,129.449996948242,126.099998474121,128.039993286133,156300,127.735694885254
2014-04-22,128.839996337891,130.479995727539,127.919998168945,130.070007324219,322900,129.760894775391
2014-04-23,129.970001220703,130.229995727539,128.759994506836,129.300003051758,205600,128.992736816406
2014-04-24,130.070007324219,130.949996948242,128.809997558594,130.529998779297,381100,130.219787597656
2014-04-25,129.460006713867,130.220001220703,128.320007324219,129.100006103516,348700,128.793182373047
2014-04-28,129.869995117188,131.029998779297,128.350006103516,130.119995117188,356800,129.810760498047
2014-04-29,131,132.559997558594,130.119995117188,131.809997558594,349100,131.496765136719
2014-04-30,131.320007324219,132.119995117188,130.75,131.910003662109,320600,131.59651184082
2014-05-01,132.119995117188,133.419998168945,130.970001220703,132.270004272461,202500,131.955673217773
2014-05-02,132.679992675781,134.470001220703,132.080001831055,133.800003051758,263500,133.482040405273
2014-05-05,132.580001831055,134.570007324219,132.380004882812,134.110000610352,291400,133.791259765625
2014-05-06,133.610000610352,134.479995727539,132.369995117188,133.850006103516,315900,133.531921386719
2014-05-07,134.619995117188,134.619995117188,131.300003051758,133.570007324219,318400,133.252548217773
2014-05-08,133.660003662109,135.570007324219,131.860000610352,132.199996948242,247000,131.885833740234
2014-05-09,132.110000610352,133.660003662109,129.809997558594,132.729995727539,285400,132.414520263672
2014-05-12,134.029998779297,136.589996337891,133.070007324219,135.240005493164,291800,134.918594360352
2014-05-13,135.720001220703,136.460006713867,134.149993896484,134.720001220703,143300,134.399856567383
2014-05-14,134.240005493164,135.5,133.199996948242,133.399993896484,364000,133.082931518555
2014-05-15,133.270004272461,133.289993286133,130.720001220703,132.240005493164,355100,131.925720214844
2014-05-16,132.919998168945,133.259994506836,131.389999389648,133.220001220703,198800,132.903396606445
2014-05-19,132.880004882812,134.559997558594,132.809997558594,133.850006103516,145400,133.531921386719
2014-05-20,133.619995117188,133.699996948242,127.019996643066,131.080001831055,864200,130.768493652344
2014-05-21,131.850006103516,132.490005493164,129.899993896484,130.009994506836,406000,129.70100402832
2014-05-22,130.050003051758,131.259994506836,129.600006103516,129.940002441406,386800,129.631195068359
2014-05-23,130,130.539993286133,129.339996337891,130.149993896484,232300,129.840682983398
2014-05-27,131.149993896484,131.470001220703,129.380004882812,129.880004882812,360500,129.571319580078
2014-05-28,130,130.210006713867,127.379997253418,127.449996948242,748000,127.147109985352
2014-05-29,128.039993286133,129.119995117188,127.360000610352,128.389999389648,469000,128.084884643555
2014-05-30,128.649993896484,129.589996337891,128.070007324219,129.020004272461,475100,128.713394165039
2014-06-02,129.649993896484,131.160003662109,128.800003051758,131.089996337891,384300,130.778457641602
2014-06-03,130.229995727539,132.619995117188,130.229995727539,130.979995727539,411700,130.668731689453
2014-06-04,130.690002441406,131.440002441406,130.050003051758,131.070007324219,226800,130.758499145508
2014-06-05,130.75,131.669998168945,129.830001831055,131.110000610352,447900,130.798446655273
2014-06-06,130.820007324219,133.559997558594,127.620002746582,133.360000610352,1576400,133.043075561523
2014-06-09,133.389999389648,133.990005493164,130.75,133.179992675781,680500,132.863525390625
2014-06-10,133.330001831055,133.630004882812,131.940002441406,132.570007324219,245300,132.254974365234
2014-06-11,132.490005493164,133.100006103516,131.669998168945,133.029998779297,204300,132.713851928711
2014-06-12,132.830001831055,133.449996948242,131.149993896484,131.449996948242,360200,131.137634277344
2014-06-13,131.710006713867,131.710006713867,129.970001220703,130.639999389648,423600,130.329544067383
2014-06-16,131,133.089996337891,130.410003662109,132.070007324219,617300,131.756134033203
2014-06-17,132.410003662109,135.630004882812,132.169998168945,135.279998779297,580900,134.95849609375
2014-06-18,135.300003051758,135.800003051758,133.550003051758,134.949996948242,345400,134.629287719727
2014-06-19,135.449996948242,136.289993286133,134.5,136.029998779297,525600,135.706741333008
2014-06-20,136.289993286133,137.240005493164,135.619995117188,137.179992675781,662400,136.85400390625
2014-06-23,137.25,137.25,136.179992675781,136.509994506836,367300,136.185623168945
2014-06-24,135.710006713867,136.050003051758,134.929992675781,134.990005493164,328800,134.669219970703
2014-06-25,134.979995727539,136.929992675781,134.440002441406,136.860000610352,404400,136.534759521484
2014-06-26,137.100006103516,137.100006103516,135.009994506836,135.649993896484,177100,135.327606201172
2014-06-27,135.169998168945,137.119995117188,134.419998168945,137.039993286133,378400,136.714324951172
2014-06-30,136.990005493164,137.070007324219,134.720001220703,135.529998779297,431900,135.207916259766
2014-07-01,140.479995727539,147.559997558594,140.429992675781,146.949996948242,2324300,146.600784301758
2014-07-02,146.5,147.520004272461,145.759994506836,146.660003662109,887100,146.311462402344
2014-07-03,146.479995727539,146.699996948242,144.539993286133,145.320007324219,665100,144.974639892578
2014-07-07,145.160003662109,145.160003662109,143.970001220703,144.660003662109,481800,144.316223144531
2014-07-08,144.940002441406,145.5,143.929992675781,145.25,533300,144.904800415039
2014-07-09,146.210006713867,149.949996948242,145.360000610352,149.539993286133,988500,149.184616088867
2014-07-10,148.820007324219,149.869995117188,147.669998168945,148.830001831055,563400,148.476303100586
2014-07-11,148.380004882812,150.440002441406,148.050003051758,150.210006713867,426400,149.853042602539
2014-07-14,150.759994506836,151.229995727539,149.570007324219,150.389999389648,543400,150.032608032227
2014-07-15,150.559997558594,151.029998779297,149.080001831055,150.779998779297,739700,150.421646118164
2014-07-16,151.229995727539,151.550003051758,149.539993286133,151.089996337891,611600,150.730972290039
2014-07-17,150.070007324219,150.339996337891,148.350006103516,148.759994506836,620100,148.406463623047
2014-07-18,148.970001220703,151.309997558594,148.429992675781,151,352200,150.64111328125
2014-07-21,149.630004882812,152.460006713867,148.830001831055,152.139999389648,578500,151.778411865234
2014-07-22,152.190002441406,154.979995727539,152.080001831055,154.600006103516,562400,154.263046264648
2014-07-23,154.929992675781,157.199996948242,154.009994506836,156.009994506836,868900,155.669906616211
2014-07-24,155.979995727539,161.649993896484,155.429992675781,160.850006103516,1339000,160.499420166016
2014-07-25,160.759994506836,160.929992675781,158,159.970001220703,1393300,159.621292114258
2014-07-28,159.589996337891,160.389999389648,158.919998168945,159.669998168945,708200,159.321914672852
2014-07-29,159.779998779297,161.389999389648,159.139999389648,160.449996948242,696700,160.10026550293
2014-07-30,161.220001220703,163.199996948242,160.539993286133,163.130004882812,595700,162.774383544922
2014-07-31,162.080001831055,163.240005493164,159.839996337891,160.880004882812,1067100,160.529342651367
2014-08-01,160.490005493164,161.690002441406,159.220001220703,159.899993896484,764300,159.551467895508
2014-08-04,160.710006713867,160.770004272461,158.419998168945,159.460006713867,490900,159.112411499023
2014-08-05,159.050003051758,160.589996337891,158,158.300003051758,447100,157.954986572266
2014-08-06,158,158.789993286133,157.559997558594,158.009994506836,870700,157.665542602539
2014-08-07,158.460006713867,160.389999389648,157.690002441406,158.070007324219,393600,157.725433349609
2014-08-08,158.240005493164,159.190002441406,157.880004882812,158.389999389648,435100,158.044723510742
2014-08-11,159.139999389648,159.880004882812,157.960006713867,158.130004882812,548600,157.785354614258
2014-08-12,158.080001831055,158.589996337891,157.649993896484,158.440002441406,348700,158.094604492188
2014-08-13,159,161.630004882812,159,161.440002441406,302700,161.088119506836
2014-08-14,161.589996337891,162.330001831055,160.080001831055,160.470001220703,236700,160.120239257812
2014-08-15,161.649993896484,161.940002441406,159.320007324219,160.649993896484,381300,160.299789428711
2014-08-18,161.580001831055,163.570007324219,161.580001831055,161.910003662109,291000,161.557052612305
2014-08-19,162.039993286133,162.830001831055,161.210006713867,161.850006103516,407500,161.497222900391
2014-08-20,161.160003662109,162.369995117188,160.179992675781,161.830001831055,466700,161.477264404297
2014-08-21,162.309997558594,163.75,162.070007324219,162.800003051758,386300,162.445114135742
2014-08-22,162.990005493164,163.339996337891,161.729995727539,162.080001831055,245500,161.726699829102
2014-08-25,163.190002441406,163.190002441406,160.520004272461,161.259994506836,596100,160.908493041992
2014-08-26,161.399993896484,163.899993896484,161.399993896484,162.630004882812,416400,162.275512695312
2014-08-27,162.990005493164,163.880004882812,161.470001220703,163.610000610352,357000,163.253356933594
2014-08-28,163.570007324219,164.169998168945,162.429992675781,162.979995727539,311900,162.624740600586
2014-08-29,163.550003051758,164.479995727539,162.25,163.029998779297,338900,162.67463684082
2014-09-02,163.490005493164,164.850006103516,162.949996948242,162.990005493164,585100,162.634719848633
2014-09-03,163.389999389648,163.539993286133,161.139999389648,161.289993286133,830100,160.938415527344
2014-09-04,161.919998168945,163.990005493164,160.600006103516,160.949996948242,753800,160.599136352539
2014-09-05,160.440002441406,162.429992675781,157.759994506836,162.419998168945,783200,162.065963745117
2014-09-08,162.520004272461,164.570007324219,161.679992675781,164.289993286133,550300,163.931823730469
2014-09-09,164.25,164.309997558594,161.839996337891,162.550003051758,424200,162.195693969727
2014-09-10,163,163.550003051758,161.619995117188,162.619995117188,403200,162.265502929688
2014-09-11,161.490005493164,162.729995727539,160.039993286133,161.330001831055,652600,160.978302001953
2014-09-12,161.240005493164,161.240005493164,158.25,158.470001220703,582000,158.124572753906
2014-09-15,158.850006103516,158.860000610352,157.669998168945,157.770004272461,464100,157.426116943359
2014-09-16,157.630004882812,158.089996337891,155.539993286133,158.050003051758,670100,157.705474853516
2014-09-17,158.25,159.210006713867,157.089996337891,157.399993896484,358700,157.056869506836
2014-09-18,157.899993896484,158.160003662109,156.25,157.009994506836,542400,156.667739868164
2014-09-19,157.5,160.350006103516,157,159.149993896484,837700,158.803100585938
2014-09-22,159.130004882812,160.080001831055,158.210006713867,158.809997558594,372500,158.463790893555
2014-09-23,157.649993896484,158,155.949996948242,156,508800,155.659927368164
2014-09-24,156.479995727539,157.610000610352,155.639999389648,157.270004272461,417000,156.927185058594
2014-09-25,156.600006103516,156.779998779297,154.639999389648,155.589996337891,543400,155.250854492188
2014-09-26,156.210006713867,157,155.660003662109,156.210006713867,388100,155.869506835938
2014-09-29,155,157.770004272461,154.759994506836,156.610000610352,414700,156.268615722656
2014-09-30,156.660003662109,157.080001831055,155.399993896484,155.75,458300,155.410491943359
2014-10-01,155.5,155.869995117188,153.759994506836,155.039993286133,611200,154.702056884766
2014-10-02,155.179992675781,156.100006103516,153.240005493164,155.339996337891,261900,155.001403808594
2014-10-03,156.270004272461,157.960006713867,155.669998168945,156.210006713867,350400,155.869506835938
2014-10-06,156.630004882812,157.720001220703,155.820007324219,155.990005493164,238500,155.649978637695
2014-10-07,155.179992675781,156.440002441406,153.100006103516,153.149993896484,311300,152.816146850586
2014-10-08,152.990005493164,154.949996948242,152.020004272461,154.679992675781,418700,154.342819213867
2014-10-09,154.130004882812,155.800003051758,154.059997558594,154.300003051758,650900,153.96369934082
2014-10-10,153.580001831055,154.929992675781,150.25,150.270004272461,519700,149.942474365234
2014-10-13,149.880004882812,151.080001831055,147.490005493164,147.649993896484,470600,147.328155517578
2014-10-14,147.889999389648,149.529998779297,145.070007324219,148.669998168945,818000,148.345932006836
2014-10-15,146,148.509994506836,143.619995117188,146.119995117188,730600,145.801483154297
2014-10-16,144.779998779297,148.669998168945,144.050003051758,148,535600,147.677383422852
2014-10-17,149.059997558594,150.580001831055,148.149993896484,149.740005493164,346200,149.413619995117
2014-10-20,149.759994506836,151.360000610352,147.729995727539,151.300003051758,494200,150.970199584961
2014-10-21,152.869995117188,156.550003051758,152.25,156.550003051758,503100,156.208755493164
2014-10-22,157.020004272461,157.020004272461,154.639999389648,154.699996948242,434300,154.362777709961
2014-10-23,155.529998779297,157.070007324219,155.429992675781,156.130004882812,512800,155.789672851562
2014-10-24,156.419998168945,157.479995727539,156.220001220703,157.199996948242,230400,156.857315063477
2014-10-27,156.830001831055,158.660003662109,156.440002441406,158.5,255200,158.154510498047
2014-10-28,159.190002441406,161.740005493164,158.539993286133,160.759994506836,567100,160.409545898438
2014-10-29,160.619995117188,162.809997558594,160.089996337891,162.729995727539,305000,162.375289916992
2014-10-30,162.860000610352,164.100006103516,162.089996337891,163.660003662109,234000,163.303237915039
2014-10-31,166.520004272461,166.520004272461,163.190002441406,163.899993896484,371100,163.542709350586
2014-11-03,164.889999389648,165.529998779297,162.139999389648,162.690002441406,421900,162.335372924805
2014-11-04,162.809997558594,164.410003662109,162.25,163.070007324219,265500,162.714584350586
2014-11-05,164.839996337891,164.990005493164,163.470001220703,164.300003051758,228000,163.941818237305
2014-11-06,164.289993286133,167.589996337891,164.289993286133,166.080001831055,557900,165.717971801758
2014-11-07,166.440002441406,167.080001831055,164.529998779297,165,453300,164.640365600586
2014-11-10,165.25,165.860000610352,159.949996948242,160.419998168945,1567500,160.070281982422
2014-11-11,160.639999389648,161.479995727539,159.179992675781,160.029998779297,935400,159.681167602539
2014-11-12,159.380004882812,161.479995727539,158.910003662109,160.830001831055,776600,160.479446411133
2014-11-13,161.149993896484,164.330001831055,160.270004272461,161.729995727539,322000,161.377471923828
2014-11-14,161,163.270004272461,160.539993286133,161.729995727539,416200,161.377471923828
2014-11-17,161.729995727539,165.509994506836,160.729995727539,165.509994506836,521700,165.149200439453
2014-11-18,165.679992675781,170.360000610352,164.830001831055,170.149993896484,785400,169.779113769531
2014-11-19,170.279998779297,171.539993286133,166.779998779297,167.929992675781,705700,167.56396484375
2014-11-20,167.369995117188,169.5,165.789993286133,167.389999389648,1149500,167.025115966797
2014-11-21,168.279998779297,169.029998779297,166.259994506836,167.149993896484,864200,166.78564453125
2014-11-24,167.5,169.429992675781,166.630004882812,169.320007324219,835500,168.950973510742
2014-11-25,169.220001220703,169.910003662109,164.440002441406,166.649993896484,2043400,166.286727905273
2014-11-26,167.050003051758,169.149993896484,165.990005493164,169.149993896484,420200,168.781280517578
2014-11-28,169.699996948242,169.979995727539,168.479995727539,168.899993896484,249100,168.531814575195
2014-12-01,168.589996337891,168.899993896484,166.639999389648,166.720001220703,444300,166.356597900391
2014-12-02,166.130004882812,168.070007324219,164.869995117188,166.759994506836,743100,166.396484375
2014-12-03,167.449996948242,169.869995117188,166.330001831055,169.529998779297,612500,169.160430908203
2014-12-04,169.440002441406,170.229995727539,167.139999389648,168.770004272461,552700,168.402130126953
2014-12-05,163.5,165,161.020004272461,162,1923200,161.646865844727
2014-12-08,160.860000610352,163.289993286133,160.710006713867,162.350006103516,777800,161.996109008789
2014-12-09,161.229995727539,162.410003662109,158.119995117188,162.279998779297,991900,161.92626953125
2014-12-10,161.679992675781,162.460006713867,158.229995727539,158.419998168945,789100,158.07470703125
2014-12-11,159.669998168945,161.220001220703,158.570007324219,159.020004272461,410700,158.673355102539
2014-12-12,158.160003662109,160.320007324219,157.880004882812,158.25,597800,157.905029296875
2014-12-15,159.429992675781,159.429992675781,155.619995117188,155.970001220703,645100,155.63005065918
2014-12-16,154.580001831055,156.699996948242,154.210006713867,154.960006713867,506300,154.62223815918
2014-12-17,155.720001220703,159.75,154.460006713867,159.610000610352,517000,159.262100219727
2014-12-18,161.830001831055,162.279998779297,159.919998168945,162.279998779297,471600,161.92626953125
2014-12-19,162.289993286133,163.410003662109,161.070007324219,162.869995117188,759000,162.51496887207
2014-12-22,162.699996948242,163.899993896484,162.339996337891,163.570007324219,308800,163.213455200195
2014-12-23,164.410003662109,164.410003662109,161.229995727539,163.199996948242,794800,162.844268798828
2014-12-24,163.020004272461,164.589996337891,162.199996948242,164.190002441406,190000,163.832138061523
2014-12-26,164.210006713867,164.410003662109,163.550003051758,164,299600,163.642547607422
2014-12-29,163.270004272461,165.369995117188,162.410003662109,164.770004272461,516400,164.41081237793
2014-12-30,164.410003662109,164.960006713867,163.039993286133,163.789993286133,348200,163.432968139648
2014-12-31,164.279998779297,165.479995727539,162.020004272461,162.089996337891,320000,161.736694335938
2015-01-02,162.880004882812,163.940002441406,159.940002441406,160.610000610352,425100,160.259918212891
2015-01-05,159.470001220703,161.289993286133,158.589996337891,159.369995117188,545600,159.022567749023
2015-01-06,159.820007324219,160.600006103516,156.350006103516,157.119995117188,676800,156.77751159668
2015-01-07,158.539993286133,162.399993896484,158.270004272461,162.220001220703,470600,161.866409301758
2015-01-08,163.059997558594,164.929992675781,162.360000610352,162.880004882812,534700,162.524978637695
2015-01-09,163.369995117188,164.449996948242,161.610000610352,161.860000610352,352600,161.507186889648
2015-01-12,162.679992675781,163.169998168945,160.440002441406,161.110000610352,338100,160.758834838867
2015-01-13,162.970001220703,164.490005493164,160.020004272461,161.119995117188,331400,160.768829345703
2015-01-14,159.639999389648,161.899993896484,159.270004272461,160.649993896484,420800,160.299789428711
2015-01-15,160.789993286133,161.520004272461,159.410003662109,159.690002441406,320500,159.341903686523
2015-01-16,158.919998168945,160.360000610352,158.339996337891,159.75,397000,159.401748657227
2015-01-20,159.559997558594,161.720001220703,158.630004882812,160.020004272461,352600,159.67121887207
2015-01-21,160.190002441406,162.820007324219,159.360000610352,162.690002441406,365900,162.365798950195
2015-01-22,162.979995727539,164.850006103516,161.839996337891,164.100006103516,328300,163.772964477539
2015-01-23,163.550003051758,164.350006103516,161.570007324219,161.75,334900,161.427673339844
2015-01-26,161.279998779297,162.399993896484,158.720001220703,162.210006713867,359200,161.886779785156
2015-01-27,160.479995727539,163.220001220703,159.720001220703,162.580001831055,659800,162.256011962891
2015-01-28,163.839996337891,164.630004882812,159.759994506836,160.080001831055,485700,159.760986328125
2015-01-29,159.529998779297,160.550003051758,156.759994506836,160.100006103516,528500,159.780960083008
2015-01-30,159.050003051758,159.889999389648,157.130004882812,157.649993896484,271800,157.335830688477
2015-02-02,158.25,158.25,154.800003051758,157.820007324219,388000,157.505508422852
2015-02-03,158.759994506836,159.449996948242,156.119995117188,157.839996337891,338900,157.525451660156
